poly_id,标注句柄,肘板几何中心点坐标,肘板类别,标注属性,标注边,标注边句柄,参考边,参考边句柄,标注值,顺时针A或B,是否为扩散值
8,1C60A,"(232634.31583654022, -26564.112417175606)",DAC(VU-R),半径尺寸标注,自由边2,1C606,无,无,R350,无,False
